[2026-05-11 21:53:27] #0006/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:11:37] #0624/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:12:07] #0625/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:12:28] #0626/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:12:32] #0627/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:12:52] #0628/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:13:02] #0630/04689 | true=lying | pred=lying | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 01:14:54] #0634/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:15:45] #0637/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:15:48] #0638/04689 | true=lying | pred=lying | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 01:15:51] #0639/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:16:22] #0642/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:16:26] #0643/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:16:43] #0644/04689 | true=lying | pred=lying | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:17:09] #0645/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 01:20:33] #0652/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:21:10] #0654/04689 | true=lying | pred=lying | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 01:22:46] #0658/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 01:26:01] #0666/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:26:48] #0668/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:26:51] #0669/04689 | true=lying | pred=lying | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:27:07] #0671/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:27:29] #0673/04689 | true=lying | pred=lying | ✓ | ent=0.386 conf=0.900 gap=0.830
[2026-05-12 01:28:34] #0674/04689 | true=lying | pred=lying | ✓ | ent=1.197 conf=0.650 gap=0.500
[2026-05-12 01:28:56] #0676/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:29:04] #0677/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:29:07] #0678/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:30:20] #0683/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:30:45] #0684/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:30:58] #0685/04689 | true=lying | pred=lying | ✓ | ent=0.489 conf=0.900 gap=0.870
[2026-05-12 01:31:17] #0686/04689 | true=lying | pred=lying | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 01:31:34] #0687/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:32:26] #0688/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:33:12] #0690/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:34:12] #0693/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:34:21] #0694/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 01:34:25] #0695/04689 | true=lying | pred=lying | ✓ | ent=0.789 conf=0.800 gap=0.700
[2026-05-12 01:34:42] #0696/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:36:55] #0699/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:37:33] #0700/04689 | true=lying | pred=lying | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 01:37:41] #0701/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:38:00] #0703/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:38:20] #0704/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:39:03] #0706/04689 | true=lying | pred=lying | ✓ | ent=1.119 conf=0.680 gap=0.530
[2026-05-12 01:40:01] #0709/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:40:11] #0710/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:40:52] #0711/04689 | true=lying | pred=lying | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 01:41:13] #0712/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:42:05] #0714/04689 | true=lying | pred=lying | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 01:42:43] #0717/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:44:08] #0720/04689 | true=lying | pred=lying | ✓ | ent=0.838 conf=0.700 gap=0.480
[2026-05-12 01:45:41] #0722/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 01:46:22] #0725/04689 | true=lying | pred=lying | ✓ | ent=0.390 conf=0.930 gap=0.920
[2026-05-12 01:47:07] #0727/04689 | true=lying | pred=lying | ✓ | ent=0.358 conf=0.900 gap=0.810
[2026-05-12 01:49:13] #0730/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 01:50:23] #0733/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:50:58] #0736/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:51:31] #0737/04689 | true=lying | pred=lying | ✓ | ent=0.125 conf=0.980 gap=0.970
[2026-05-12 01:51:48] #0739/04689 | true=lying | pred=lying | ✓ | ent=1.121 conf=0.640 gap=0.490
[2026-05-12 01:53:31] #0742/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:54:31] #0745/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:54:44] #0746/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:55:08] #0747/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 01:55:33] #0748/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 01:56:11] #0750/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 01:56:21] #0751/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:56:28] #0752/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:56:41] #0754/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:56:43] #0755/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:56:48] #0756/04689 | true=lying | pred=lying | ✓ | ent=0.530 conf=0.890 gap=0.840
[2026-05-12 01:57:50] #0757/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:58:15] #0758/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:58:46] #0759/04689 | true=lying | pred=lying | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 01:59:21] #0762/04689 | true=lying | pred=lying | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 01:59:50] #0764/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:59:55] #0765/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 02:02:08] #0769/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 02:02:26] #0770/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 02:02:31] #0771/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:02:53] #0772/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:03:01] #0773/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 02:04:36] #0777/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:06:39] #0784/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:06:47] #0785/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:07:06] #0786/04689 | true=lying | pred=lying | ✓ | ent=1.080 conf=0.730 gap=0.650
[2026-05-12 02:09:56] #0789/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 02:11:10] #0792/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 02:11:24] #0794/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 02:11:38] #0795/04689 | true=lying | pred=lying | ✓ | ent=0.898 conf=0.750 gap=0.620
[2026-05-12 02:13:12] #0798/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:14:44] #0800/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 02:14:54] #0801/04689 | true=lying | pred=lying | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 02:15:06] #0802/04689 | true=lying | pred=lying | ✓ | ent=0.689 conf=0.800 gap=0.700
[2026-05-12 02:16:23] #0804/04689 | true=lying | pred=lying | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 02:16:41] #0805/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:16:44] #0806/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:17:09] #0809/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:19:12] #0814/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:21:27] #0819/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 02:21:47] #0821/04689 | true=lying | pred=lying | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 02:24:14] #0829/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:24:34] #0830/04689 | true=lying | pred=lying | ✓ | ent=0.867 conf=0.740 gap=0.560
[2026-05-12 02:25:30] #0835/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:25:41] #0836/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 02:25:43] #0837/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:27:32] #0843/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:27:54] #0845/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:28:04] #0846/04689 | true=lying | pred=lying | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 02:29:45] #0849/04689 | true=lying | pred=lying | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 02:31:01] #0851/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:31:22] #0853/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:32:17] #0854/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 02:32:28] #0855/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 02:33:00] #0856/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 02:33:03] #0857/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 02:33:07] #0858/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:34:11] #0860/04689 | true=lying | pred=lying | ✓ | ent=0.405 conf=0.900 gap=0.830
[2026-05-12 02:34:30] #0861/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:34:57] #0863/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:36:45] #0868/04689 | true=lying | pred=lying | ✓ | ent=1.149 conf=0.680 gap=0.560
[2026-05-12 02:38:08] #0872/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:38:40] #0873/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:39:08] #0875/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 02:41:12] #0880/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:41:37] #0881/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:41:42] #0882/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:43:23] #0886/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:43:53] #0888/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:44:14] #0889/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:45:18] #0893/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:46:43] #0896/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:47:08] #0897/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:47:46] #0900/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:49:44] #0906/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 02:51:27] #0910/04689 | true=lying | pred=lying | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 02:51:49] #0912/04689 | true=lying | pred=lying | ✓ | ent=0.702 conf=0.830 gap=0.750
[2026-05-12 02:53:03] #0915/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 02:56:22] #0921/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 02:57:20] #0922/04689 | true=lying | pred=lying | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 02:57:33] #0923/04689 | true=lying | pred=lying | ✓ | ent=0.610 conf=0.853 gap=0.773
[2026-05-12 02:58:35] #0924/04689 | true=lying | pred=lying | ✓ | ent=0.638 conf=0.800 gap=0.650
[2026-05-12 02:59:28] #0925/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:00:27] #0930/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:00:42] #0931/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:00:48] #0932/04689 | true=lying | pred=lying | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 03:01:14] #0933/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:01:19] #0934/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:01:39] #0935/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:01:54] #0936/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:02:02] #0937/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:02:26] #0939/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:03:50] #0945/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 03:04:10] #0946/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:04:42] #0949/04689 | true=lying | pred=lying | ✓ | ent=0.943 conf=0.500 gap=0.100
[2026-05-12 03:04:46] #0950/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:05:29] #0953/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:05:46] #0955/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 03:06:06] #0959/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:06:41] #0961/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:08:39] #0968/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:08:52] #0969/04689 | true=lying | pred=lying | ✓ | ent=0.454 conf=0.900 gap=0.850
[2026-05-12 03:09:10] #0970/04689 | true=lying | pred=lying | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 03:09:30] #0971/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:12:22] #0979/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:12:29] #0980/04689 | true=lying | pred=lying | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 03:13:38] #0985/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:15:22] #0989/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 03:16:11] #0992/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:16:14] #0993/04689 | true=lying | pred=lying | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 03:16:57] #0996/04689 | true=lying | pred=lying | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 03:17:10] #0998/04689 | true=lying | pred=lying | ✓ | ent=1.168 conf=0.500 gap=0.200
[2026-05-12 03:17:17] #0999/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:17:22] #1000/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:17:27] #1001/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:17:57] #1003/04689 | true=lying | pred=lying | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 03:19:51] #1008/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:20:49] #1010/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:20:55] #1011/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:21:39] #1014/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:22:11] #1016/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:22:46] #1018/04689 | true=lying | pred=lying | ✓ | ent=1.119 conf=0.680 gap=0.530
[2026-05-12 03:22:50] #1019/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:23:24] #1020/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:23:27] #1021/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:23:48] #1023/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:24:08] #1025/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:24:37] #1027/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:25:02] #1029/04689 | true=lying | pred=lying | ✓ | ent=0.565 conf=0.800 gap=0.620
[2026-05-12 03:25:40] #1031/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:26:28] #1033/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 03:28:26] #1040/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 03:28:49] #1041/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:29:14] #1043/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:30:16] #1047/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:30:58] #1049/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 03:31:01] #1050/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:31:12] #1051/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 03:32:06] #1054/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:33:05] #1058/04689 | true=lying | pred=lying | ✓ | ent=0.943 conf=0.500 gap=0.100
[2026-05-12 03:33:43] #1060/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 03:35:18] #1063/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:35:34] #1065/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:36:26] #1068/04689 | true=lying | pred=lying | ✓ | ent=0.950 conf=0.600 gap=0.400
[2026-05-12 03:36:53] #1069/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 03:36:59] #1070/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:37:14] #1072/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:37:41] #1074/04689 | true=lying | pred=lying | ✓ | ent=0.541 conf=0.890 gap=0.850
[2026-05-12 03:39:38] #1078/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:40:25] #1080/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:40:58] #1083/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:43:00] #1087/04689 | true=lying | pred=lying | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 03:43:26] #1088/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:43:36] #1090/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:44:40] #1092/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:45:22] #1094/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 03:45:41] #1096/04689 | true=lying | pred=lying | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 03:45:56] #1098/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:46:09] #1100/04689 | true=lying | pred=lying | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 03:47:31] #1103/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 03:47:40] #1105/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
