[2026-05-11 21:51:39] HARTH class 3 (stairs_up) T=0.8
[2026-05-11 21:51:39]   837 windows
[2026-05-11 21:51:42] #0001/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-11 22:44:38] #0211/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.457 conf=0.420 gap=0.120
[2026-05-11 22:44:55] #0212/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.303 conf=0.450 gap=0.100
[2026-05-11 22:45:15] #0213/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-11 22:45:25] #0214/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.566 conf=0.300 gap=0.000
[2026-05-11 22:45:45] #0215/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.455 conf=0.500 gap=0.300
[2026-05-11 22:46:01] #0216/00837 | true=stairs_up | pred=walk | ✗ | ent=0.674 conf=0.850 gap=0.800
[2026-05-11 22:46:11] #0217/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-11 22:46:20] #0218/00837 | true=stairs_up | pred=walk | ✗ | ent=1.017 conf=0.750 gap=0.700
[2026-05-11 22:46:24] #0219/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-11 22:46:50] #0220/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 22:46:50]   [220/837] acc=71% filt=154
[2026-05-11 22:47:00] #0221/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.987 conf=0.750 gap=0.650
[2026-05-11 22:47:36] #0222/00837 | true=stairs_up | pred=walk | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-11 22:47:58] #0223/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.209 conf=0.450 gap=0.050
[2026-05-11 22:48:05] #0224/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.333 conf=0.500 gap=0.300
[2026-05-11 22:48:35] #0225/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-11 22:48:57] #0226/00837 | true=stairs_up | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-11 22:49:07] #0227/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.400 conf=0.450 gap=0.150
[2026-05-11 22:49:33] #0228/00837 | true=stairs_up | pred=walk | ✗ | ent=0.469 conf=0.911 gap=0.891
[2026-05-11 22:50:00] #0229/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.101 conf=0.550 gap=0.200
[2026-05-11 22:50:09] #0230/00837 | true=stairs_up | pred=walk | ✗ | ent=0.647 conf=0.850 gap=0.800
[2026-05-11 22:50:12] #0231/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 22:50:22] #0232/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.399 conf=0.350 gap=0.000
[2026-05-11 22:50:41] #0233/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-11 22:50:45] #0234/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-11 22:50:49] #0235/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.326 conf=0.450 gap=0.100
[2026-05-11 22:51:01] #0236/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.372 conf=0.550 gap=0.330
[2026-05-11 22:51:13] #0237/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.163 conf=0.500 gap=0.150
[2026-05-11 22:51:21] #0238/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.222 conf=0.650 gap=0.500
[2026-05-11 22:51:46] #0239/00837 | true=stairs_up | pred=walk | ✗ | ent=1.749 conf=0.300 gap=0.050
[2026-05-11 22:51:57] #0240/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-11 22:51:57]   [240/837] acc=71% filt=167
[2026-05-11 22:51:59] #0241/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-11 22:52:27] #0242/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:52:38] #0243/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.234 conf=0.450 gap=0.050
[2026-05-11 22:52:41] #0244/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.096 conf=0.350 gap=0.000
[2026-05-11 22:52:52] #0245/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.026 conf=0.650 gap=0.400
[2026-05-11 22:53:14] #0246/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-11 22:53:20] #0247/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-11 22:53:35] #0248/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.146 conf=0.700 gap=0.600
[2026-05-11 22:53:48] #0249/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-11 22:54:01] #0250/00837 | true=stairs_up | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-11 22:54:45] #0251/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.148 conf=0.700 gap=0.650
[2026-05-11 22:54:54] #0252/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 22:55:00] #0253/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.668 conf=0.850 gap=0.800
[2026-05-11 22:55:25] #0254/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.754 conf=0.750 gap=0.550
[2026-05-11 22:55:40] #0255/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:55:57] #0256/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-11 22:56:04] #0257/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.332 conf=0.400 gap=0.000
[2026-05-11 22:56:15] #0258/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.469 conf=0.350 gap=0.000
[2026-05-11 22:57:16] #0259/00837 | true=stairs_up | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-11 22:57:25] #0260/00837 | true=stairs_up | pred=walk | ✗ | ent=0.962 conf=0.750 gap=0.650
[2026-05-11 22:57:25]   [260/837] acc=72% filt=181
[2026-05-11 22:57:35] #0261/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.050 conf=0.700 gap=0.550
[2026-05-11 22:57:38] #0262/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 22:58:03] #0263/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-11 22:58:28] #0264/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.332 conf=0.920 gap=0.870
[2026-05-11 22:58:36] #0265/00837 | true=stairs_up | pred=shuffle | ✗ | ent=1.079 conf=0.700 gap=0.600
[2026-05-11 22:58:41] #0266/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 22:58:58] #0267/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.045 conf=0.720 gap=0.600
[2026-05-11 22:59:19] #0268/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-11 22:59:31] #0269/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-11 22:59:43] #0270/00837 | true=stairs_up | pred=run | ✗ | ent=0.679 conf=0.850 gap=0.800
[2026-05-11 22:59:53] #0271/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-11 23:00:19] #0272/00837 | true=stairs_up | pred=walk | ✗ | ent=0.518 conf=0.893 gap=0.845
[2026-05-11 23:00:25] #0273/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.263 conf=0.400 gap=0.000
[2026-05-11 23:00:45] #0274/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-11 23:00:52] #0275/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 23:01:25] #0276/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-11 23:01:44] #0277/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.841 conf=0.800 gap=0.730
[2026-05-11 23:02:02] #0278/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.924 conf=0.700 gap=0.500
[2026-05-11 23:02:12] #0279/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:02:31] #0280/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.092 conf=0.700 gap=0.580
[2026-05-11 23:02:31]   [280/837] acc=73% filt=198
[2026-05-11 23:02:47] #0281/00837 | true=stairs_up | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 23:03:00] #0282/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.153 conf=0.450 gap=0.050
[2026-05-11 23:03:03] #0283/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.400 conf=0.450 gap=0.150
[2026-05-11 23:03:18] #0284/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.216 conf=0.500 gap=0.150
[2026-05-11 23:03:32] #0285/00837 | true=stairs_up | pred=walk | ✗ | ent=1.042 conf=0.700 gap=0.580
[2026-05-11 23:03:50] #0286/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-11 23:04:00] #0287/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-11 23:04:30] #0288/00837 | true=stairs_up | pred=shuffle | ✗ | ent=1.222 conf=0.650 gap=0.530
[2026-05-11 23:04:47] #0289/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.075 conf=0.700 gap=0.550
[2026-05-11 23:04:50] #0290/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.543 conf=0.450 gap=0.250
[2026-05-11 23:04:57] #0291/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.943 conf=0.500 gap=0.100
[2026-05-11 23:05:00] #0292/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 23:05:05] #0293/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-11 23:05:17] #0294/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.127 conf=0.680 gap=0.530
[2026-05-11 23:05:34] #0295/00837 | true=stairs_up | pred=walk | ✗ | ent=1.536 conf=0.350 gap=0.000
[2026-05-11 23:05:50] #0296/00837 | true=stairs_up | pred=walk | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-11 23:05:54] #0297/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 23:06:13] #0298/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.344 conf=0.400 gap=0.050
[2026-05-11 23:06:36] #0299/00837 | true=stairs_up | pred=shuffle | ✗ | ent=1.096 conf=0.350 gap=0.000
[2026-05-11 23:06:41] #0300/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-11 23:06:41]   [300/837] acc=72% filt=207
[2026-05-11 23:06:50] #0301/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-11 23:07:11] #0302/00837 | true=stairs_up | pred=walk | ✗ | ent=0.232 conf=0.950 gap=0.920
[2026-05-11 23:07:18] #0303/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.962 conf=0.750 gap=0.650
[2026-05-11 23:07:34] #0304/00837 | true=stairs_up | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:07:44] #0305/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.246 conf=0.550 gap=0.270
[2026-05-11 23:07:50] #0306/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 23:07:59] #0307/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 23:08:33] #0308/00837 | true=stairs_up | pred=stand | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-11 23:09:00] #0309/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.138 conf=0.650 gap=0.450
[2026-05-11 23:09:12] #0310/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.326 conf=0.450 gap=0.100
[2026-05-11 23:09:35] #0311/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:10:00] #0312/00837 | true=stairs_up | pred=lying | ✗ | ent=1.935 conf=0.230 gap=0.080
[2026-05-11 23:10:09] #0313/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 23:10:25] #0314/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-11 23:10:34] #0315/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:10:44] #0316/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:11:01] #0317/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.814 conf=0.800 gap=0.700
[2026-05-11 23:11:18] #0318/00837 | true=stairs_up | pred=walk | ✗ | ent=0.993 conf=0.750 gap=0.670
[2026-05-11 23:11:34] #0319/00837 | true=stairs_up | pred=walk | ✗ | ent=0.859 conf=0.800 gap=0.750
[2026-05-11 23:11:40] #0320/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 23:11:40]   [320/837] acc=72% filt=222
[2026-05-11 23:12:00] #0321/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.180 conf=0.650 gap=0.470
[2026-05-11 23:12:11] #0322/00837 | true=stairs_up | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-11 23:12:17] #0323/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:12:27] #0324/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-11 23:12:31] #0325/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.071 conf=0.450 gap=0.000
[2026-05-11 23:12:35] #0326/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 23:12:44] #0327/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.034 conf=0.700 gap=0.550
[2026-05-11 23:12:48] #0328/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.158 conf=0.600 gap=0.400
[2026-05-11 23:13:26] #0329/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.119 conf=0.650 gap=0.500
[2026-05-11 23:13:42] #0330/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:13:45] #0331/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-11 23:13:57] #0332/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.070 conf=0.438 gap=0.000
[2026-05-11 23:14:03] #0333/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 23:14:18] #0334/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:14:21] #0335/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.680 conf=0.250 gap=0.000
[2026-05-11 23:15:15] #0336/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 23:15:19] #0337/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 23:15:29] #0338/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-11 23:15:48] #0339/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-11 23:15:53] #0340/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-11 23:15:53]   [340/837] acc=73% filt=234
[2026-05-11 23:16:17] #0341/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:16:21] #0342/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:16:28] #0343/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.061 conf=0.700 gap=0.550
[2026-05-11 23:19:13] #0344/00837 | true=stairs_up | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:19:39] #0345/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.873 conf=0.750 gap=0.600
[2026-05-11 23:19:55] #0346/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-11 23:19:58] #0347/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 23:20:01] #0348/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.375 conf=0.350 gap=0.050
[2026-05-11 23:20:17] #0349/00837 | true=stairs_up | pred=walk | ✗ | ent=0.638 conf=0.850 gap=0.800
[2026-05-11 23:20:51] #0350/00837 | true=stairs_up | pred=walk | ✗ | ent=0.124 conf=0.980 gap=0.970
[2026-05-11 23:21:17] #0351/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 23:21:25] #0352/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.061 conf=0.700 gap=0.580
[2026-05-11 23:21:28] #0353/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:21:50] #0354/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-11 23:22:00] #0355/00837 | true=stairs_up | pred=lying | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:22:13] #0356/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-11 23:23:19] #0357/00837 | true=stairs_up | pred=walk | ✗ | ent=0.393 conf=0.929 gap=0.919
[2026-05-11 23:24:13] #0358/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:24:22] #0359/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.146 conf=0.700 gap=0.600
[2026-05-11 23:24:34] #0360/00837 | true=stairs_up | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:24:34]   [360/837] acc=73% filt=252
[2026-05-11 23:24:50] #0361/00837 | true=stairs_up | pred=stand | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-11 23:25:12] #0362/00837 | true=stairs_up | pred=lying | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:25:43] #0363/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.056 conf=0.700 gap=0.550
[2026-05-11 23:25:56] #0364/00837 | true=stairs_up | pred=shuffle | ✗ | ent=1.534 conf=0.350 gap=0.050
[2026-05-11 23:26:11] #0365/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-11 23:26:23] #0366/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.689 conf=0.350 gap=0.050
[2026-05-11 23:26:56] #0367/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:27:47] #0368/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.238 conf=0.500 gap=0.200
[2026-05-11 23:29:01] #0369/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.841 conf=0.700 gap=0.460
[2026-05-11 23:29:05] #0370/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-11 23:29:25] #0371/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 23:29:38] #0372/00837 | true=stairs_up | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:29:47] #0373/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.393 conf=0.450 gap=0.100
[2026-05-11 23:30:48] #0374/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-11 23:31:09] #0375/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.192 conf=0.650 gap=0.500
[2026-05-11 23:31:36] #0376/00837 | true=stairs_up | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-11 23:31:58] #0377/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-11 23:32:01] #0378/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-11 23:32:20] #0379/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.050 conf=0.700 gap=0.550
[2026-05-11 23:32:24] #0380/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-11 23:32:24]   [380/837] acc=73% filt=266
[2026-05-11 23:32:44] #0381/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-11 23:32:55] #0382/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.366 conf=0.400 gap=0.000
[2026-05-11 23:33:03] #0383/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.129 conf=0.650 gap=0.450
[2026-05-11 23:33:06] #0384/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-11 23:33:15] #0385/00837 | true=stairs_up | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-11 23:33:42] #0386/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:34:06] #0387/00837 | true=stairs_up | pred=walk | ✗ | ent=0.924 conf=0.780 gap=0.730
[2026-05-11 23:34:22] #0388/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-11 23:34:25] #0389/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-11 23:34:45] #0390/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-11 23:35:05] #0391/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 23:35:23] #0392/00837 | true=stairs_up | pred=walk | ✗ | ent=1.113 conf=0.700 gap=0.600
[2026-05-11 23:35:26] #0393/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.271 conf=0.500 gap=0.200
[2026-05-11 23:35:48] #0394/00837 | true=stairs_up | pred=shuffle | ✗ | ent=1.326 conf=0.450 gap=0.100
[2026-05-11 23:35:52] #0395/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.412 conf=0.350 gap=0.000
[2026-05-11 23:36:23] #0396/00837 | true=stairs_up | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 23:36:32] #0397/00837 | true=stairs_up | pred=run | ✗ | ent=0.905 conf=0.750 gap=0.600
[2026-05-11 23:37:13] #0398/00837 | true=stairs_up | pred=stand | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-11 23:37:23] #0399/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.925 conf=0.750 gap=0.620
[2026-05-11 23:37:26] #0400/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.280 conf=0.400 gap=0.100
[2026-05-11 23:37:26]   [400/837] acc=72% filt=280
[2026-05-11 23:37:29] #0401/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.630 conf=0.350 gap=0.050
[2026-05-11 23:37:36] #0402/00837 | true=stairs_up | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-11 23:37:43] #0403/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-11 23:38:32] #0404/00837 | true=stairs_up | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-11 23:38:43] #0405/00837 | true=stairs_up | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 23:38:45] #0406/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 23:38:58] #0407/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-11 23:39:26] #0408/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.836 conf=0.800 gap=0.730
[2026-05-11 23:39:34] #0409/00837 | true=stairs_up | pred=walk | ✗ | ent=1.040 conf=0.500 gap=0.250
[2026-05-11 23:39:37] #0410/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 23:39:43] #0411/00837 | true=stairs_up | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-11 23:39:54] #0412/00837 | true=stairs_up | pred=run | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-11 23:41:15] #0413/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.334 conf=0.940 gap=0.930
[2026-05-11 23:41:39] #0414/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-11 23:41:42] #0415/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.495 conf=0.350 gap=0.000
[2026-05-11 23:41:46] #0416/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
